state,district,agro_climatic_zone,crop,crop_type,season,soil_n,soil_p,soil_k,soil_ph,avg_temperature,avg_rainfall,humidity,area_hectare,yield_ton_per_hectare
Jharkhand,Jharkhand District 2,Eastern Plateau & Hills,Wheat,Agriculture,Rabi,52,33,57,5.69,18.1,1439.7,68.9,2.35,3.7
Jharkhand,Jharkhand District 4,Eastern Plateau & Hills,Wheat,Agriculture,Kharif,107,53,77,7.89,28.2,1538.7,54.2,2.27,2.57
Jharkhand,Jharkhand District 1,Eastern Plateau & Hills,Maize,Agriculture,Rabi,105,29,84,5.78,23.6,1628.8,59.7,3.32,4.41
Jharkhand,Jharkhand District 3,Eastern Plateau & Hills,Maize,Agriculture,Zaid,92,45,75,7.9,30.4,1132.8,68.4,3.83,4.26
Jharkhand,Jharkhand District 3,Eastern Plateau & Hills,Maize,Agriculture,Rabi,115,47,57,7.33,24.3,1187.2,43.1,1.32,5.81
Jharkhand,Jharkhand District 3,Eastern Plateau & Hills,Maize,Agriculture,Rabi,79,35,67,6.51,26.8,1994.1,46.1,3.54,3.28
Jharkhand,Jharkhand District 4,Eastern Plateau & Hills,Maize,Agriculture,Zaid,65,59,50,7.98,21.5,904.2,70.1,2.68,3.38
Jharkhand,Jharkhand District 5,Eastern Plateau & Hills,Sugarcane,Agriculture,Zaid,57,42,44,5.9,26.0,1240.9,65.7,1.45,4.84
Jharkhand,Jharkhand District 3,Eastern Plateau & Hills,Sugarcane,Agriculture,Rabi,46,39,56,6.15,29.8,1264.6,75.8,3.81,4.25
Jharkhand,Jharkhand District 5,Eastern Plateau & Hills,Sugarcane,Agriculture,Kharif,59,56,83,6.55,28.2,1173.3,53.0,0.53,3.73
Jharkhand,Jharkhand District 1,Eastern Plateau & Hills,Sugarcane,Agriculture,Kharif,77,25,74,6.3,19.8,518.6,65.8,0.77,1.64
Jharkhand,Jharkhand District 1,Eastern Plateau & Hills,Sugarcane,Agriculture,Kharif,74,20,65,6.19,26.4,506.9,66.5,1.92,4.32
Jharkhand,Jharkhand District 3,Eastern Plateau & Hills,Cotton,Agriculture,Kharif,55,28,30,6.32,20.8,608.0,75.6,2.23,3.46
Jharkhand,Jharkhand District 5,Eastern Plateau & Hills,Cotton,Agriculture,Rabi,60,25,61,7.58,21.0,1529.2,74.8,3.72,4.11
Jharkhand,Jharkhand District 4,Eastern Plateau & Hills,Cotton,Agriculture,Kharif,112,50,44,6.47,32.7,825.0,53.2,1.7,3.0
Jharkhand,Jharkhand District 1,Eastern Plateau & Hills,Cotton,Agriculture,Kharif,44,39,44,7.16,29.5,1884.0,84.9,3.74,2.79
Jharkhand,Jharkhand District 3,Eastern Plateau & Hills,Cotton,Agriculture,Zaid,48,49,82,5.5,33.4,341.9,49.4,2.37,3.1
Jharkhand,Jharkhand District 4,Eastern Plateau & Hills,Tomato,Horticulture,Kharif,91,26,31,7.2,33.8,1354.6,76.2,0.88,3.24
Jharkhand,Jharkhand District 2,Eastern Plateau & Hills,Tomato,Horticulture,Zaid,108,50,54,5.88,23.6,392.6,48.2,4.84,3.43
Jharkhand,Jharkhand District 4,Eastern Plateau & Hills,Tomato,Horticulture,Rabi,109,22,87,5.87,21.5,832.6,68.6,2.29,1.53
Jharkhand,Jharkhand District 1,Eastern Plateau & Hills,Tomato,Horticulture,Zaid,94,54,84,5.86,29.2,1390.7,41.2,4.05,5.56
Jharkhand,Jharkhand District 3,Eastern Plateau & Hills,Tomato,Horticulture,Rabi,119,38,71,6.86,33.7,1781.2,75.3,1.73,5.6
Jharkhand,Jharkhand District 2,Eastern Plateau & Hills,Potato,Horticulture,Zaid,45,48,54,5.63,29.4,693.2,51.0,1.88,1.79
Jharkhand,Jharkhand District 3,Eastern Plateau & Hills,Potato,Horticulture,Rabi,100,33,80,7.88,23.6,1425.9,73.8,4.15,5.76
Jharkhand,Jharkhand District 3,Eastern Plateau & Hills,Potato,Horticulture,Zaid,48,20,58,7.35,29.5,728.9,79.3,1.26,1.74
Jharkhand,Jharkhand District 3,Eastern Plateau & Hills,Potato,Horticulture,Kharif,119,57,36,6.46,20.9,1722.0,64.7,1.35,4.74
Jharkhand,Jharkhand District 1,Eastern Plateau & Hills,Potato,Horticulture,Zaid,87,24,77,7.57,30.1,479.2,77.7,3.52,4.64
Jharkhand,Jharkhand District 1,Eastern Plateau & Hills,Onion,Horticulture,Zaid,89,33,79,5.62,34.3,1454.6,68.4,1.72,2.62
Jharkhand,Jharkhand District 5,Eastern Plateau & Hills,Onion,Horticulture,Kharif,100,51,59,7.78,21.8,395.5,51.5,2.87,2.27
Jharkhand,Jharkhand District 2,Eastern Plateau & Hills,Onion,Horticulture,Rabi,110,48,84,6.76,26.6,535.2,84.2,1.62,1.83
Jharkhand,Jharkhand District 1,Eastern Plateau & Hills,Onion,Horticulture,Rabi,100,41,64,7.74,32.5,1445.0,46.2,1.75,1.71
Jharkhand,Jharkhand District 4,Eastern Plateau & Hills,Onion,Horticulture,Kharif,78,53,59,6.99,34.9,1039.9,81.4,2.05,1.75
Jharkhand,Jharkhand District 1,Eastern Plateau & Hills,Banana,Horticulture,Kharif,81,21,38,6.88,26.7,778.4,77.0,3.89,4.8
Jharkhand,Jharkhand District 1,Eastern Plateau & Hills,Banana,Horticulture,Rabi,110,20,62,7.26,23.2,711.7,43.3,3.85,4.7
Jharkhand,Jharkhand District 2,Eastern Plateau & Hills,Banana,Horticulture,Kharif,94,55,89,7.99,22.0,391.5,48.5,0.68,3.26
Jharkhand,Jharkhand District 2,Eastern Plateau & Hills,Banana,Horticulture,Rabi,116,56,72,7.19,26.7,1764.5,79.0,0.54,5.0
Jharkhand,Jharkhand District 2,Eastern Plateau & Hills,Banana,Horticulture,Zaid,110,37,71,6.91,22.8,1630.3,79.9,2.29,5.38
Jharkhand,Jharkhand District 5,Eastern Plateau & Hills,Mango,Horticulture,Kharif,117,28,88,6.31,34.2,507.2,40.8,4.57,1.81
Jharkhand,Jharkhand District 1,Eastern Plateau & Hills,Mango,Horticulture,Rabi,63,26,48,6.57,19.0,680.7,56.3,2.47,5.9
Jharkhand,Jharkhand District 5,Eastern Plateau & Hills,Mango,Horticulture,Zaid,80,53,30,7.88,19.0,806.0,53.4,1.94,2.24
Jharkhand,Jharkhand District 3,Eastern Plateau & Hills,Mango,Horticulture,Zaid,58,53,64,7.4,18.7,1769.9,45.3,1.27,3.64
Jharkhand,Jharkhand District 5,Eastern Plateau & Hills,Mango,Horticulture,Kharif,55,59,55,6.78,31.1,1889.2,80.9,4.19,5.5
Karnataka,Karnataka District 4,Southern Plateau & Hills,Rice,Agriculture,Kharif,110,34,63,6.44,24.7,1225.7,47.2,3.61,2.25
Karnataka,Karnataka District 5,Southern Plateau & Hills,Rice,Agriculture,Kharif,51,25,51,7.35,29.0,564.8,64.6,0.89,3.2
Karnataka,Karnataka District 5,Southern Plateau & Hills,Rice,Agriculture,Kharif,62,42,55,6.02,22.4,1948.3,73.1,3.65,5.34
Karnataka,Karnataka District 3,Southern Plateau & Hills,Rice,Agriculture,Kharif,108,21,84,7.57,26.6,1354.4,61.5,2.65,4.96
Karnataka,Karnataka District 3,Southern Plateau & Hills,Rice,Agriculture,Zaid,68,53,62,7.85,33.6,1808.7,68.1,4.14,1.81
Karnataka,Karnataka District 1,Southern Plateau & Hills,Wheat,Agriculture,Kharif,53,51,35,6.39,20.5,1314.0,76.6,2.22,2.1
Karnataka,Karnataka District 2,Southern Plateau & Hills,Wheat,Agriculture,Zaid,102,31,85,6.97,26.9,1590.8,72.1,1.37,3.62
Karnataka,Karnataka District 2,Southern Plateau & Hills,Wheat,Agriculture,Rabi,75,26,42,6.36,29.6,343.1,71.1,1.92,1.75
Karnataka,Karnataka District 5,Southern Plateau & Hills,Wheat,Agriculture,Zaid,77,43,69,6.02,27.2,693.7,78.2,2.29,2.6
Karnataka,Karnataka District 1,Southern Plateau & Hills,Wheat,Agriculture,Kharif,56,49,69,7.29,22.1,1054.4,52.7,0.86,5.44
Karnataka,Karnataka District 2,Southern Plateau & Hills,Maize,Agriculture,Kharif,84,37,46,6.43,30.9,876.0,82.8,3.82,4.19
Karnataka,Karnataka District 3,Southern Plateau & Hills,Maize,Agriculture,Kharif,116,34,56,6.66,21.9,1564.6,81.4,2.41,3.04
Karnataka,Karnataka District 4,Southern Plateau & Hills,Maize,Agriculture,Kharif,92,22,31,7.79,27.4,808.7,59.4,1.9,4.76
Karnataka,Karnataka District 1,Southern Plateau & Hills,Maize,Agriculture,Zaid,65,54,37,7.48,34.0,1359.5,73.4,4.12,5.3
Karnataka,Karnataka District 1,Southern Plateau & Hills,Maize,Agriculture,Kharif,64,29,83,7.18,25.7,1573.2,56.1,3.36,2.34
Karnataka,Karnataka District 1,Southern Plateau & Hills,Sugarcane,Agriculture,Rabi,82,45,55,6.99,26.2,345.7,57.1,0.98,3.89
Karnataka,Karnataka District 2,Southern Plateau & Hills,Sugarcane,Agriculture,Zaid,41,33,73,6.69,33.3,1192.6,71.8,1.63,3.51
Karnataka,Karnataka District 2,Southern Plateau & Hills,Sugarcane,Agriculture,Kharif,67,55,69,5.6,34.6,712.0,69.8,4.28,3.98
Karnataka,Karnataka District 4,Southern Plateau & Hills,Sugarcane,Agriculture,Zaid,85,22,84,7.33,31.1,1958.2,65.8,2.04,4.42
Karnataka,Karnataka District 5,Southern Plateau & Hills,Sugarcane,Agriculture,Rabi,57,31,81,7.54,28.2,969.2,61.3,4.35,3.03
Karnataka,Karnataka District 3,Southern Plateau & Hills,Cotton,Agriculture,Kharif,87,26,88,7.2,22.7,1707.0,73.3,4.05,2.04
Karnataka,Karnataka District 3,Southern Plateau & Hills,Cotton,Agriculture,Kharif,109,36,55,5.6,23.5,1251.6,78.6,3.5,3.46
Karnataka,Karnataka District 2,Southern Plateau & Hills,Cotton,Agriculture,Rabi,73,29,87,5.75,31.5,1679.7,61.7,0.76,2.29
Karnataka,Karnataka District 2,Southern Plateau & Hills,Cotton,Agriculture,Rabi,43,37,34,5.81,20.1,1525.9,48.3,1.98,3.69
Karnataka,Karnataka District 1,Southern Plateau & Hills,Cotton,Agriculture,Zaid,51,28,31,6.82,23.7,1182.8,48.9,4.12,2.34
Karnataka,Karnataka District 5,Southern Plateau & Hills,Tomato,Horticulture,Rabi,115,33,77,6.59,22.7,1248.9,55.6,4.7,5.65
Karnataka,Karnataka District 1,Southern Plateau & Hills,Tomato,Horticulture,Kharif,65,57,67,5.59,26.1,871.7,81.4,0.55,3.99
Karnataka,Karnataka District 2,Southern Plateau & Hills,Tomato,Horticulture,Rabi,63,29,85,7.93,26.8,1344.1,50.6,2.68,3.43
Karnataka,Karnataka District 4,Southern Plateau & Hills,Tomato,Horticulture,Kharif,115,46,39,6.76,31.1,405.3,66.0,1.04,1.66
Karnataka,Karnataka District 4,Southern Plateau & Hills,Tomato,Horticulture,Rabi,70,26,69,7.86,22.3,471.0,57.7,3.28,5.37
Karnataka,Karnataka District 5,Southern Plateau & Hills,Potato,Horticulture,Rabi,57,43,37,5.77,24.2,469.1,74.5,4.85,5.87
Karnataka,Karnataka District 4,Southern Plateau & Hills,Potato,Horticulture,Kharif,86,32,69,6.79,32.4,1464.8,53.1,1.41,2.69
Karnataka,Karnataka District 1,Southern Plateau & Hills,Potato,Horticulture,Rabi,92,27,47,7.78,28.4,1228.9,51.2,2.04,5.33
Karnataka,Karnataka District 3,Southern Plateau & Hills,Potato,Horticulture,Rabi,115,21,40,7.36,27.1,1763.1,71.3,0.55,3.27
Karnataka,Karnataka District 2,Southern Plateau & Hills,Potato,Horticulture,Zaid,79,28,61,5.9,27.1,626.3,72.4,1.72,2.92
Karnataka,Karnataka District 2,Southern Plateau & Hills,Onion,Horticulture,Zaid,46,59,57,7.19,23.1,612.9,74.0,2.63,2.52
Karnataka,Karnataka District 2,Southern Plateau & Hills,Onion,Horticulture,Kharif,76,42,58,6.63,22.3,1052.8,78.1,1.43,5.78
Karnataka,Karnataka District 5,Southern Plateau & Hills,Onion,Horticulture,Zaid,107,59,45,7.52,23.4,314.9,57.2,1.86,1.67
Karnataka,Karnataka District 1,Southern Plateau & Hills,Onion,Horticulture,Kharif,93,47,85,5.8,34.6,617.8,60.0,2.7,5.16
Karnataka,Karnataka District 3,Southern Plateau & Hills,Onion,Horticulture,Rabi,77,23,82,6.33,29.9,1601.0,81.8,1.42,5.09
Karnataka,Karnataka District 5,Southern Plateau & Hills,Banana,Horticulture,Kharif,93,29,41,7.89,33.6,379.9,55.2,2.32,2.58
Karnataka,Karnataka District 5,Southern Plateau & Hills,Banana,Horticulture,Zaid,48,37,72,7.87,21.7,854.6,74.0,2.27,4.24
Karnataka,Karnataka District 5,Southern Plateau & Hills,Banana,Horticulture,Rabi,118,47,71,7.81,21.9,791.7,56.6,3.49,2.03
Karnataka,Karnataka District 3,Southern Plateau & Hills,Banana,Horticulture,Zaid,74,58,55,6.99,29.3,1012.9,71.5,2.35,3.77
Karnataka,Karnataka District 2,Southern Plateau & Hills,Banana,Horticulture,Kharif,70,59,77,6.55,26.5,1846.9,72.3,3.12,5.09
Karnataka,Karnataka District 3,Southern Plateau & Hills,Mango,Horticulture,Rabi,69,55,32,7.24,19.4,1767.0,61.6,0.81,3.97
Karnataka,Karnataka District 4,Southern Plateau & Hills,Mango,Horticulture,Zaid,83,50,87,7.57,27.5,392.8,83.7,2.81,2.81
Karnataka,Karnataka District 2,Southern Plateau & Hills,Mango,Horticulture,Kharif,116,38,59,7.04,21.0,1172.4,72.2,4.88,2.41
Karnataka,Karnataka District 1,Southern Plateau & Hills,Mango,Horticulture,Kharif,107,53,31,6.36,34.8,1124.9,48.1,4.51,3.57
Karnataka,Karnataka District 3,Southern Plateau & Hills,Mango,Horticulture,Zaid,60,27,30,7.3,22.8,613.3,41.8,0.6,4.99
Kerala,Kerala District 1,West Coast Plains & Ghats,Rice,Agriculture,Rabi,91,59,67,6.64,22.9,1255.3,45.0,3.24,4.06
Kerala,Kerala District 3,West Coast Plains & Ghats,Rice,Agriculture,Kharif,75,29,60,7.72,33.2,870.9,67.7,4.67,5.83
Kerala,Kerala District 4,West Coast Plains & Ghats,Rice,Agriculture,Rabi,93,44,57,6.16,26.0,851.4,82.8,4.21,4.69
Kerala,Kerala District 5,West Coast Plains & Ghats,Rice,Agriculture,Zaid,81,40,64,5.71,20.6,1047.3,63.0,1.66,2.92
Kerala,Kerala District 5,West Coast Plains & Ghats,Rice,Agriculture,Rabi,95,42,35,6.34,27.7,1846.3,40.3,4.15,5.77
Kerala,Kerala District 2,West Coast Plains & Ghats,Wheat,Agriculture,Rabi,98,39,38,5.54,22.4,1064.9,71.2,3.8,5.98
Kerala,Kerala District 5,West Coast Plains & Ghats,Wheat,Agriculture,Rabi,110,36,68,6.51,20.9,1961.7,78.4,2.74,4.21
Kerala,Kerala District 1,West Coast Plains & Ghats,Wheat,Agriculture,Zaid,63,33,34,6.79,34.8,1339.3,56.7,3.97,2.27
Kerala,Kerala District 1,West Coast Plains & Ghats,Wheat,Agriculture,Kharif,118,51,89,6.1,18.6,870.9,63.1,4.08,3.02
Kerala,Kerala District 4,West Coast Plains & Ghats,Wheat,Agriculture,Kharif,88,20,39,6.15,18.2,1402.1,63.0,2.5,5.85
Kerala,Kerala District 3,West Coast Plains & Ghats,Maize,Agriculture,Rabi,78,48,47,7.67,27.9,1520.6,56.7,0.92,3.56
Kerala,Kerala District 1,West Coast Plains & Ghats,Maize,Agriculture,Zaid,112,27,80,7.9,22.2,891.7,80.3,4.85,3.5
Kerala,Kerala District 4,West Coast Plains & Ghats,Maize,Agriculture,Rabi,117,41,60,6.18,30.5,387.8,42.2,2.24,3.09
Kerala,Kerala District 1,West Coast Plains & Ghats,Maize,Agriculture,Zaid,51,24,73,5.98,23.3,1957.3,58.5,2.5,4.09
Kerala,Kerala District 2,West Coast Plains & Ghats,Maize,Agriculture,Kharif,107,26,70,7.29,28.3,450.6,70.5,0.79,4.18
Kerala,Kerala District 2,West Coast Plains & Ghats,Sugarcane,Agriculture,Zaid,73,34,43,7.54,25.1,826.4,82.2,3.55,2.04
Kerala,Kerala District 5,West Coast Plains & Ghats,Sugarcane,Agriculture,Kharif,87,36,36,6.13,32.9,452.3,72.2,1.72,4.92
Kerala,Kerala District 2,West Coast Plains & Ghats,Sugarcane,Agriculture,Kharif,116,38,50,6.48,34.6,1922.9,76.0,1.59,1.81
Kerala,Kerala District 3,West Coast Plains & Ghats,Sugarcane,Agriculture,Zaid,95,44,69,5.73,30.7,321.4,69.0,1.32,2.55
Kerala,Kerala District 1,West Coast Plains & Ghats,Sugarcane,Agriculture,Kharif,41,32,81,6.06,21.0,1772.6,60.0,1.12,5.38
Kerala,Kerala District 4,West Coast Plains & Ghats,Cotton,Agriculture,Rabi,51,43,34,7.23,34.8,682.8,69.8,3.24,5.62
Kerala,Kerala District 1,West Coast Plains & Ghats,Cotton,Agriculture,Kharif,79,35,74,5.51,22.4,1181.1,72.5,1.28,3.96
Kerala,Kerala District 4,West Coast Plains & Ghats,Cotton,Agriculture,Rabi,106,27,60,6.08,26.4,827.4,48.2,2.77,2.95
Kerala,Kerala District 2,West Coast Plains & Ghats,Cotton,Agriculture,Kharif,51,26,68,7.82,32.8,1503.0,44.8,3.99,5.14
Kerala,Kerala District 4,West Coast Plains & Ghats,Cotton,Agriculture,Kharif,118,48,37,6.94,29.0,1079.2,63.8,0.65,4.38
Kerala,Kerala District 5,West Coast Plains & Ghats,Tomato,Horticulture,Kharif,103,29,44,5.83,29.8,1651.5,47.4,0.97,2.15
Kerala,Kerala District 4,West Coast Plains & Ghats,Tomato,Horticulture,Rabi,52,35,88,7.78,25.4,519.4,73.4,3.39,2.92
Kerala,Kerala District 5,West Coast Plains & Ghats,Tomato,Horticulture,Zaid,65,26,71,7.75,20.3,957.4,77.0,4.86,3.54
Kerala,Kerala District 3,West Coast Plains & Ghats,Tomato,Horticulture,Kharif,103,48,83,7.1,23.8,1996.0,51.9,1.76,5.69
Kerala,Kerala District 1,West Coast Plains & Ghats,Tomato,Horticulture,Rabi,97,30,56,6.06,24.9,891.2,41.0,0.91,4.56
Kerala,Kerala District 3,West Coast Plains & Ghats,Potato,Horticulture,Kharif,102,54,64,7.13,34.7,1850.1,59.8,0.68,3.13
Kerala,Kerala District 2,West Coast Plains & Ghats,Potato,Horticulture,Rabi,103,29,34,7.65,25.9,1633.3,82.6,1.74,3.29
Kerala,Kerala District 5,West Coast Plains & Ghats,Potato,Horticulture,Kharif,109,22,39,7.15,31.9,1574.2,71.5,1.88,1.76
Kerala,Kerala District 5,West Coast Plains & Ghats,Potato,Horticulture,Rabi,54,35,30,5.53,20.4,1516.8,83.8,4.92,3.72
Kerala,Kerala District 2,West Coast Plains & Ghats,Potato,Horticulture,Rabi,66,57,55,6.11,25.2,1726.0,79.5,1.59,3.98
Kerala,Kerala District 5,West Coast Plains & Ghats,Onion,Horticulture,Zaid,102,40,85,5.62,32.3,1044.7,55.4,2.96,1.91
Kerala,Kerala District 2,West Coast Plains & Ghats,Onion,Horticulture,Rabi,68,35,65,5.97,21.1,396.9,66.5,4.28,1.58
Kerala,Kerala District 4,West Coast Plains & Ghats,Onion,Horticulture,Rabi,70,33,82,6.32,23.9,1313.8,52.3,0.62,4.81
Kerala,Kerala District 3,West Coast Plains & Ghats,Onion,Horticulture,Zaid,44,26,71,6.38,20.1,520.8,70.4,4.36,5.83
Kerala,Kerala District 2,West Coast Plains & Ghats,Onion,Horticulture,Rabi,91,44,83,6.32,28.2,848.0,75.0,0.82,4.47
Kerala,Kerala District 2,West Coast Plains & Ghats,Banana,Horticulture,Rabi,76,39,68,7.88,23.1,332.6,59.4,0.65,5.79
Kerala,Kerala District 1,West Coast Plains & Ghats,Banana,Horticulture,Zaid,42,30,53,6.09,26.4,1855.2,49.5,1.15,4.92
Kerala,Kerala District 4,West Coast Plains & Ghats,Banana,Horticulture,Zaid,93,34,45,6.93,24.0,1715.6,62.2,4.6,5.68
Kerala,Kerala District 5,West Coast Plains & Ghats,Banana,Horticulture,Rabi,114,37,63,6.24,24.0,1259.8,51.4,4.62,2.7
Kerala,Kerala District 2,West Coast Plains & Ghats,Banana,Horticulture,Kharif,87,34,31,7.77,20.9,1946.2,60.4,4.76,4.55
Kerala,Kerala District 1,West Coast Plains & Ghats,Mango,Horticulture,Zaid,69,55,86,6.94,26.8,1172.5,44.8,2.41,3.54
Kerala,Kerala District 5,West Coast Plains & Ghats,Mango,Horticulture,Kharif,92,55,65,5.72,22.0,580.4,45.6,2.15,2.53
Kerala,Kerala District 4,West Coast Plains & Ghats,Mango,Horticulture,Zaid,86,58,58,5.6,25.7,1814.7,65.6,4.25,5.96
Kerala,Kerala District 5,West Coast Plains & Ghats,Mango,Horticulture,Rabi,87,33,88,7.21,21.8,524.1,79.9,1.74,2.51
Kerala,Kerala District 3,West Coast Plains & Ghats,Mango,Horticulture,Kharif,55,23,41,6.72,21.7,433.1,65.8,0.94,3.52
Madhya Pradesh,Madhya Pradesh District 3,Central Plateau & Hills,Rice,Agriculture,Kharif,108,28,78,6.13,19.1,755.6,81.0,3.35,4.74
Madhya Pradesh,Madhya Pradesh District 2,Central Plateau & Hills,Rice,Agriculture,Kharif,118,48,33,7.07,20.5,1699.1,50.6,3.44,3.32
Madhya Pradesh,Madhya Pradesh District 2,Central Plateau & Hills,Rice,Agriculture,Rabi,84,37,87,6.17,31.9,1998.9,49.5,1.69,4.48
Madhya Pradesh,Madhya Pradesh District 4,Central Plateau & Hills,Rice,Agriculture,Kharif,47,53,73,7.08,34.8,885.3,42.8,3.8,3.85
Madhya Pradesh,Madhya Pradesh District 2,Central Plateau & Hills,Rice,Agriculture,Kharif,42,45,86,6.15,19.6,979.0,58.9,2.82,4.69
Madhya Pradesh,Madhya Pradesh District 4,Central Plateau & Hills,Wheat,Agriculture,Zaid,94,42,38,5.55,20.4,1418.5,72.7,4.04,2.6
Madhya Pradesh,Madhya Pradesh District 5,Central Plateau & Hills,Wheat,Agriculture,Rabi,108,29,85,5.93,24.1,1383.4,43.2,2.13,3.91
Madhya Pradesh,Madhya Pradesh District 5,Central Plateau & Hills,Wheat,Agriculture,Zaid,65,43,82,6.36,24.6,1814.7,76.6,3.72,2.62
Madhya Pradesh,Madhya Pradesh District 2,Central Plateau & Hills,Wheat,Agriculture,Rabi,57,40,65,5.73,18.3,1785.0,50.6,1.45,4.81
Madhya Pradesh,Madhya Pradesh District 4,Central Plateau & Hills,Wheat,Agriculture,Rabi,47,53,86,7.9,21.3,1519.5,69.9,2.05,1.59
Madhya Pradesh,Madhya Pradesh District 3,Central Plateau & Hills,Maize,Agriculture,Zaid,66,59,61,6.97,25.7,1180.6,40.3,2.4,4.73
Madhya Pradesh,Madhya Pradesh District 3,Central Plateau & Hills,Maize,Agriculture,Kharif,55,42,36,6.97,21.6,702.4,68.3,4.23,3.37
Madhya Pradesh,Madhya Pradesh District 5,Central Plateau & Hills,Maize,Agriculture,Kharif,62,52,72,7.25,18.9,1849.9,71.6,2.78,3.49
Madhya Pradesh,Madhya Pradesh District 1,Central Plateau & Hills,Maize,Agriculture,Rabi,41,25,75,7.76,18.0,1310.0,72.4,3.28,1.87
Madhya Pradesh,Madhya Pradesh District 5,Central Plateau & Hills,Maize,Agriculture,Rabi,109,33,51,6.66,26.3,1889.3,68.7,4.54,3.55
Madhya Pradesh,Madhya Pradesh District 2,Central Plateau & Hills,Sugarcane,Agriculture,Kharif,52,40,70,5.95,23.1,386.4,61.1,4.34,5.7
Madhya Pradesh,Madhya Pradesh District 2,Central Plateau & Hills,Sugarcane,Agriculture,Rabi,74,57,32,5.71,34.7,1432.9,52.8,3.14,1.99
Madhya Pradesh,Madhya Pradesh District 1,Central Plateau & Hills,Sugarcane,Agriculture,Kharif,106,30,86,7.29,31.2,1444.8,67.7,4.52,1.85
Madhya Pradesh,Madhya Pradesh District 2,Central Plateau & Hills,Sugarcane,Agriculture,Kharif,84,35,77,6.05,27.1,1993.2,76.0,4.31,4.36
Madhya Pradesh,Madhya Pradesh District 4,Central Plateau & Hills,Sugarcane,Agriculture,Zaid,81,35,39,5.76,29.9,809.1,52.1,4.99,5.36
Madhya Pradesh,Madhya Pradesh District 2,Central Plateau & Hills,Cotton,Agriculture,Kharif,106,33,54,5.58,20.1,1376.2,80.5,3.31,2.1
Madhya Pradesh,Madhya Pradesh District 1,Central Plateau & Hills,Cotton,Agriculture,Kharif,66,25,84,7.43,26.2,1825.8,80.8,0.89,5.71
Madhya Pradesh,Madhya Pradesh District 4,Central Plateau & Hills,Cotton,Agriculture,Zaid,115,21,85,6.86,34.5,551.3,82.3,1.32,4.05
Madhya Pradesh,Madhya Pradesh District 2,Central Plateau & Hills,Cotton,Agriculture,Zaid,72,58,59,6.5,34.7,1212.0,62.6,1.66,4.66
Madhya Pradesh,Madhya Pradesh District 3,Central Plateau & Hills,Cotton,Agriculture,Zaid,41,58,66,7.56,18.2,1221.4,60.7,2.75,1.82
Madhya Pradesh,Madhya Pradesh District 2,Central Plateau & Hills,Tomato,Horticulture,Kharif,41,51,55,6.71,20.5,1402.0,47.8,4.43,4.26
Madhya Pradesh,Madhya Pradesh District 1,Central Plateau & Hills,Tomato,Horticulture,Kharif,74,31,59,5.68,28.7,730.4,76.2,4.18,5.91
Madhya Pradesh,Madhya Pradesh District 5,Central Plateau & Hills,Tomato,Horticulture,Rabi,72,27,53,6.87,27.3,452.1,58.8,4.34,5.35
Madhya Pradesh,Madhya Pradesh District 4,Central Plateau & Hills,Tomato,Horticulture,Kharif,89,32,89,6.39,31.4,697.3,68.8,1.56,4.71
Madhya Pradesh,Madhya Pradesh District 2,Central Plateau & Hills,Tomato,Horticulture,Kharif,57,26,33,6.98,20.2,1026.8,47.2,3.65,4.91
Madhya Pradesh,Madhya Pradesh District 1,Central Plateau & Hills,Potato,Horticulture,Kharif,64,40,46,6.69,24.1,909.8,63.8,3.13,5.09
Madhya Pradesh,Madhya Pradesh District 5,Central Plateau & Hills,Potato,Horticulture,Rabi,62,52,68,6.89,28.0,1888.7,72.7,4.63,5.59
Madhya Pradesh,Madhya Pradesh District 5,Central Plateau & Hills,Potato,Horticulture,Rabi,64,23,39,6.1,34.1,818.7,47.6,2.57,2.88
Madhya Pradesh,Madhya Pradesh District 3,Central Plateau & Hills,Potato,Horticulture,Rabi,55,59,41,6.25,29.4,858.9,52.5,1.33,3.74
Madhya Pradesh,Madhya Pradesh District 3,Central Plateau & Hills,Potato,Horticulture,Kharif,105,28,57,7.16,22.0,1131.8,52.9,3.75,5.75
Madhya Pradesh,Madhya Pradesh District 5,Central Plateau & Hills,Onion,Horticulture,Rabi,86,34,74,7.63,21.4,1786.5,55.9,3.75,2.94
Madhya Pradesh,Madhya Pradesh District 5,Central Plateau & Hills,Onion,Horticulture,Rabi,56,33,69,6.09,20.1,510.3,66.2,3.81,2.95
Madhya Pradesh,Madhya Pradesh District 4,Central Plateau & Hills,Onion,Horticulture,Rabi,57,56,55,6.73,25.7,364.7,72.8,2.88,2.41
Madhya Pradesh,Madhya Pradesh District 4,Central Plateau & Hills,Onion,Horticulture,Zaid,102,30,60,7.66,28.2,1536.8,45.2,3.15,4.5
Madhya Pradesh,Madhya Pradesh District 5,Central Plateau & Hills,Onion,Horticulture,Zaid,68,45,73,5.55,19.7,997.8,82.0,3.37,5.11
Madhya Pradesh,Madhya Pradesh District 3,Central Plateau & Hills,Banana,Horticulture,Rabi,47,48,40,7.46,20.9,1170.8,61.9,3.31,5.76
Madhya Pradesh,Madhya Pradesh District 4,Central Plateau & Hills,Banana,Horticulture,Zaid,92,58,43,6.76,29.6,644.9,73.6,4.98,4.5
